"","Inbred","Slope_PHK76","Slope_PHP02","Slope_PHZ51","Intercept_PHK76","Intercept_PHP02","Intercept_PHZ51"
"144","W10004_0900",1.3450184025865,0.973415156890657,-2.49789611986651,-1.69076398765761,-2.10713541768959,1.97525246969035
"145","W10004_0907",1.032425467929,-0.967340529357719,-2.84273277544989,-0.78318292574978,0.313624497064729,2.42538176528205
"146","W10004_0913",-0.48310736705077,-4.02399079578746,-3.97291980200794,0.563242334749007,3.73338089403408,3.2969400604502
"147","W10004_0916",-0.0552302427268084,2.2815057032433,0.500105717478126,1.10487285216289,-1.89873353600178,-0.447982768824313
"148","W10004_0928",-0.0226887426234282,0.557858004976996,-1.38171172595845,-0.911093663157605,0.0887303133609043,0.692168146442782
"149","W10004_0932",0.382570979070921,0.829345851217666,-0.944243930514785,0.160238575897416,-0.683541937390206,1.37536663958274
"150","W10004_0940",-0.625304460695834,-0.8726366934487,-2.39062649429941,0.0459282398098029,1.57440261469428,2.30585868348082
"151","W10004_0949",0.783292222584132,0.068695110264965,-2.86599342530111,-0.110071966423472,0.831561862613456,2.68969975998996
"152","W10004_0955",1.07141450449088,-0.303145527872958,-0.0420124521565166,-1.81976473003143,-0.121574854202094,-0.0543186466290879
"153","W10004_0956",0.576044180889283,-1.34078426707049,1.22658484137367,-0.0829313843332359,1.43102808349773,-1.51909199966551
"154","W10004_0966",-0.735200448638793,0.859441210250198,1.5012053789107,1.48859120773839,-0.829807821248005,-1.42193534813019
"155","W10004_0974",0.42637503894677,0.573189505757674,-2.24346695510994,0.743601766107203,-0.331485822685205,3.45393982842806
"156","W10004_0981",1.1436333898224,-0.281306957741588,0.0107798910092159,-0.229664519219504,1.4346238398319,-0.0479772255848652
"157","W10004_0984",-2.42536988055312,-0.0767462398469832,-0.643163036610893,-0.574059305836901,-0.718212650610892,-0.699868274961694
"158","W10004_1000",-0.497669473246814,-0.553943006828333,0.555165139523054,-0.321589880462093,1.88315381140919,0.612899287485943
"159","W10004_1002",1.23978658682141,-1.00769992569029,-2.96945955102793,-0.738098166477346,1.33234846621308,2.72998650909207
"160","W10004_1004",1.327798509585,-0.688817996866592,0.549030259677752,-2.80648814946438,-0.508357355327561,-1.77610895859485
"161","W10004_1011",1.29259740300961,-1.2668906096285,1.84972649712557,-0.352811808193006,1.95516007199186,-1.51868055475758
"162","W10004_1015",-0.513337156315063,0.0643141658570687,0.158417504549656,1.10115903047397,0.441386506166952,0.808272335137119
"163","W10004_1045",-3.22005072034451,1.70902406218068,0.440455138357215,4.04217897626993,-0.965266430995622,-0.663516999777469
"164","W10004_1052",-1.34093623786312,-0.00964310305319334,-1.78786153389389,0.0133356827591214,-1.74801888882172,2.11068908791783
"165","W10004_1057",0.212042796537859,-0.0561255728709597,-1.63263904347423,-1.04114153062765,-0.481932043141429,1.34076839880956
"166","W10004_1072",-0.658959685717022,-0.778379952519574,0.237459956154771,0.901555337474851,1.40700404455632,-0.36954714989987
"167","W10004_1081",-1.85873919155966,2.10812989948181,-3.20573426650159,2.24093151579007,-3.00353281641316,3.42829868480652
"168","W10004_1084",-1.36533726685169,-1.34869999340678,-2.47481346627657,1.45995760872392,1.30550478879417,2.03213758208881
"169","W10004_1099",2.37989937866252,-0.295913416987304,2.96855250222969,-2.9398373993008,-0.525828378191958,-2.7890595838339
"170","W10004_1104",-0.439181432820775,0.314841713480641,-3.64197690580494,-0.191695988351058,-1.11110201822497,3.42368819185596
"171","W10004_1105",0.0199251698764661,0.902669876404781,1.36983771422188,-0.0985746529958957,-1.50244809291552,-1.69752112199084
"172","W10004_1117",0.0899840105656699,0.113261413483053,0.0630567732552034,-1.60494986510501,-0.532796360467771,-1.86621738609367
"173","W10004_1118",-1.5255589784519,-0.614034542026036,3.02783902007993,2.63610478596689,1.43893554108445,-1.72945544323087
"174","W10004_1140",0.930756478454665,-0.639245577211182,-0.979881695471886,-1.10361659683561,1.27982776191954,-0.432811851008399
